table_name,status,rows_migrated,duration_seconds,rows_per_second,error
Transportation,failed,0,3.91,0.0,"duplicate key value violates unique constraint ""Transportation_temp_pkey""
DETAIL:  Key (id)=(1) already exists.
CONTEXT:  COPY Transportation_temp, line 1
"
